DATETIME,OPEN,HIGH,LOW,CLOSE,VOLUME
2023-05-10,4.957094192504883,5.131842136383057,4.905026912689209,5.131017208099365,56449193
2023-05-11,5.131051063537598,5.183142185211182,4.983282089233398,5.071643829345703,64117540
2023-05-12,5.071181774139404,5.203151226043701,4.918406009674072,5.19805908203125,54173052
2023-05-13,5.198116779327393,5.202960014343262,5.086196899414063,5.106750011444092,29584735
2023-05-14,5.106890201568604,5.185555934906006,5.084447860717773,5.137308120727539,26505935
2023-05-15,5.138379096984863,5.216227054595947,5.088736057281494,5.128389835357666,38272196
2023-05-16,5.128389835357666,5.153665065765381,5.053032875061035,5.148324012756348,35483667
2023-05-17,5.148386955261231,5.328456878662109,5.119769096374512,5.328179836273193,49601774
2023-05-18,5.328501224517822,5.414131164550781,5.222589015960693,5.302555084228516,58557871
2023-05-19,5.302934169769287,5.364532947540283,5.274011135101318,5.317803859710693,34635623
2023-05-20,5.318218231201172,5.319465160369873,5.252449035644531,5.289841175079346,26868248
2023-05-21,5.289750099182129,5.296445846557617,5.105930805206299,5.11297082901001,32466268
2023-05-22,5.112775802612305,5.1379499435424805,5.06709623336792,5.080048084259033,41095767
2023-05-23,5.079852104187012,5.194953918457031,5.0463151931762695,5.075413227081299,40951420
2023-05-24,5.074954986572266,5.07636022567749,4.899982929229736,4.979650020599365,47917424
2023-05-25,4.9793701171875,4.9793701171875,4.89692497253418,4.9493842124938965,35859881
2023-05-26,4.949538230895996,5.014937877655029,4.9432759284973145,4.97948694229126,33779115
2023-05-27,4.97900390625,5.0449538230896,4.968451023101807,5.044288158416748,31465860
2023-05-28,5.043285846710205,5.164412975311279,5.0334320068359375,5.148615837097168,36430941
2023-05-29,5.148612022399902,5.166285991668701,5.096542835235596,5.109202861785889,39855054
2023-05-30,5.108860969543457,5.1986517906188965,5.100165843963623,5.136684894561768,36730255
2023-05-31,5.136674880981445,5.152987957000732,5.001317977905273,5.02158784866333,39150897
2023-06-01,5.021734237670898,5.051148891448975,4.971713066101074,4.988897800445557,30730259
2023-06-02,4.988842010498047,5.093278884887695,4.963321208953857,5.067017078399658,34801945
2023-06-03,5.067486763000488,5.101428985595703,5.049246788024902,5.08188009262085,23596530
2023-06-04,5.081899166107178,5.126835823059082,5.003169059753418,5.012393951416016,44816677
2023-06-05,5.013421058654785,5.018693923950195,4.621981143951416,4.733006000518799,73144233
2023-06-06,4.732330799102783,4.834689140319824,4.688348770141602,4.780002117156982,47815919
2023-06-07,4.780111789703369,4.78296422958374,4.509081840515137,4.542407035827637,56610609
2023-06-08,4.543107986450195,4.666896820068359,4.529041767120361,4.634866237640381,35861566
2023-06-09,4.634791851043701,4.662785053253174,4.550611972808838,4.587362766265869,34473534
2023-06-10,4.58729887008667,4.590272903442383,3.759943008422852,4.077157974243164,178862071
2023-06-11,4.0766448974609375,4.111950874328613,4.03319787979126,4.056453227996826,41942701
2023-06-12,4.056490898132324,4.30100679397583,3.9870450496673584,4.299116134643555,61104474
2023-06-13,4.2989912033081055,4.474748134613037,4.232769012451172,4.285821914672852,88916807
2023-06-14,4.285802841186523,4.620772838592529,4.261343002319336,4.405703067779541,125233255
2023-06-15,4.404737949371338,4.574553966522217,4.2518229484558105,4.429254055023193,112333291
2023-06-16,4.429175853729248,4.6128129959106445,4.382911205291748,4.54660701751709,46797080
2023-06-17,4.546917915344238,4.659904956817627,4.517970085144043,4.524943828582764,41626932
2023-06-18,4.525010108947754,4.603377819061279,4.468357086181641,4.477954864501953,34638428
2023-06-19,4.478186130523682,4.500631809234619,4.381900787353516,4.480319976806641,37707854
2023-06-20,4.480877876281738,4.587287902832031,4.349820137023926,4.571578979492188,43228083
2023-06-21,4.571559906005859,4.794695854187012,4.538205146789551,4.777976989746094,63724385
2023-06-22,4.777308940887451,4.89509916305542,4.7123799324035645,4.72927713394165,48774790
2023-06-23,4.729154109954834,4.901305198669434,4.728970050811768,4.8639678955078125,42927132
2023-06-24,4.864315032958984,4.869233131408691,4.696197032928467,4.735225200653076,40989774
2023-06-25,4.735186100006104,5.469275951385498,4.718533992767334,5.439709186553955,214479200
2023-06-26,5.439669132232666,5.507022857666016,5.238166809082031,5.267045021057129,129243844
2023-06-27,5.267543792724609,5.349299907684326,5.239345073699951,5.273715019226074,51154590
2023-06-28,5.274081230163574,5.277194023132324,4.793877124786377,4.83485221862793,67058576
2023-06-29,4.834567070007324,5.014890193939209,4.827115058898926,4.924464225769043,52225609
2023-06-30,4.924339771270752,5.328707218170166,4.897397994995117,5.27671480178833,123902342
2023-07-01,5.2773308753967285,5.589381217956543,5.197030067443848,5.582613945007324,93843889
2023-07-02,5.582826137542725,5.660295009613037,5.463221073150635,5.567735195159912,86016100
2023-07-03,5.568242073059082,5.741044998168945,5.515782833099365,5.525505065917969,74250611
2023-07-04,5.52538013458252,5.580183029174805,5.412049770355225,5.510703086853027,74266979
2023-07-05,5.510729789733887,5.696663856506348,5.33876895904541,5.421895980834961,79960120
2023-07-06,5.42142391204834,5.6183180809021,5.268492221832275,5.291825771331787,77976905
2023-07-07,5.290835857391357,5.5565338134765625,5.245844841003418,5.47695779800415,90546207
2023-07-08,5.476712226867676,5.478737831115723,5.190684795379639,5.245427131652832,56374495
2023-07-09,5.245514869689941,5.325191020965576,5.208174228668213,5.230990886688232,42387754
2023-07-10,5.230809211730957,5.344864845275879,5.112957954406738,5.235662937164307,65853852
2023-07-11,5.236162185668945,5.294079780578613,5.198883056640625,5.259944915771484,45771466
2023-07-12,5.259696006774902,5.3602142333984375,5.205144882202148,5.270122051239014,51356067
2023-07-13,5.270547866821289,5.84951114654541,5.229691982269287,5.84951114654541,102535954
2023-07-14,5.850803852081299,6.108169078826904,5.757465839385986,5.867281913757324,144157740
2023-07-15,5.86747407913208,5.921775817871094,5.779409885406494,5.807415008544922,73012219
2023-07-16,5.807775020599365,5.850307941436768,5.698938846588135,5.721014022827148,64402258
2023-07-17,5.721333980560303,6.114739894866943,5.707026958465576,5.914401054382324,177179401
2023-07-18,5.914137840270996,6.227869033813477,5.875418186187744,5.899724006652832,184883871
2023-07-19,5.900245189666748,6.0256757736206055,5.827043056488037,5.880920886993408,84864442
2023-07-20,5.88096809387207,6.021190166473389,5.827043056488037,5.997769832611084,121532194
2023-07-21,5.998189926147461,6.347489833831787,5.958786010742188,6.207623958587647,138570178
2023-07-22,6.207856178283691,6.240687847137451,5.994260787963867,5.997039794921875,82205409
2023-07-23,5.997220039367676,6.21181583404541,5.997220039367676,6.149814128875732,74163339
2023-07-24,6.1489458084106445,6.172873020172119,5.744472980499268,5.782895088195801,109848353
2023-07-25,5.783226013183594,5.8032097816467285,5.708859920501709,5.789177894592285,55426180
2023-07-26,5.789637088775635,5.889554977416992,5.744063854217529,5.836772918701172,72612861
2023-07-27,5.837328910827637,5.966907978057861,5.813735961914063,5.864932060241699,75406180
2023-07-28,5.864980220794678,6.008416175842285,5.864980220794678,6.006851196289063,68724754
2023-07-29,6.006782054901123,6.335250854492188,6.005762100219727,6.33052921295166,89105039
2023-07-30,6.330461025238037,6.420423030853272,6.294222831726074,6.416740894317627,113254253
2023-07-31,6.41579008102417,6.591866970062256,6.395648002624512,6.525575160980225,143130084
2023-08-01,6.525609016418457,6.670193195343018,6.354292869567871,6.670193195343018,149241333
2023-08-02,6.67016077041626,6.681084156036377,6.139196872711182,6.153957843780518,123759285
2023-08-03,6.153396129608154,6.233457088470459,6.069733142852783,6.097562789916992,93816468
2023-08-04,6.097754955291748,6.202307224273682,6.0241899490356445,6.055990219116211,76723769
2023-08-05,6.056059837341309,6.080817222595215,5.9556097984313965,6.080817222595215,61736555
2023-08-06,6.080493927001953,6.139839172363281,5.941445827484131,5.9493489265441895,61509042
2023-08-07,5.949490070343018,5.996904850006104,5.777276992797852,5.86378288269043,86472667
2023-08-08,5.863990783691406,6.129486083984375,5.821949005126953,6.082577228546143,91524846
2023-08-09,6.082405090332031,6.267542839050293,6.043831825256348,6.251934051513672,91928562
2023-08-10,6.2520270347595215,6.311488151550293,6.159246921539307,6.189978122711182,96853769
2023-08-11,6.190121173858643,6.202046871185303,6.104039192199707,6.1824469566345215,71750144
2023-08-12,6.1818389892578125,6.237475872039795,6.124895095825195,6.214208126068115,59328180
2023-08-13,6.214694023132324,6.219096183776856,6.069618225097656,6.094913005828857,54345115
2023-08-14,6.09479284286499,6.346360206604004,6.082828044891357,6.257845878601074,78762052
2023-08-15,6.2577080726623535,6.2831621170043945,5.954495906829834,5.961573123931885,96469541
2023-08-16,5.961671829223633,5.961671829223633,5.35427188873291,5.446784019470215,142939951
2023-08-17,5.446825981140137,5.492883205413818,4.7264509201049805,4.993922233581543,166858246
2023-08-18,4.9945878982543945,5.044826030731201,4.884365081787109,4.910615921020508,113036823
2023-08-19,4.910767078399658,4.992477893829346,4.872590065002441,4.905425071716309,78902971
2023-08-20,4.905569076538086,4.932310104370117,4.871924877166748,4.905340194702148,73321478
2023-08-21,4.905066013336182,4.914015769958496,4.756155014038086,4.775172233581543,80148832
2023-08-22,4.774805068969727,4.780038833618164,4.551595211029053,4.670178890228272,109638302
2023-08-23,4.670347213745117,4.846388816833496,4.660078048706055,4.76202392578125,117298284
2023-08-24,4.7622551918029785,4.809246063232422,4.616493225097656,4.652462959289551,90443738
2023-08-25,4.652749061584473,4.664578914642334,4.530017852783203,4.549824237823486,87112538
2023-08-26,4.549857139587402,4.637736797332764,4.536320209503174,4.601426124572754,58586190
2023-08-27,4.601635932922363,4.699225902557373,4.601428031921387,4.682809829711914,62521930
2023-08-28,4.682810783386231,4.718372821807861,4.584095001220703,4.674887180328369,69300651
2023-08-29,4.674702167510986,4.854934215545654,4.576105117797852,4.802124977111816,94064007
2023-08-30,4.801957130432129,4.805153846740723,4.64542293548584,4.645558834075928,79083635
2023-08-31,4.645660877227783,4.67184591293335,4.343540191650391,4.367262840270996,93027685
2023-09-01,4.367585182189941,4.418464183807373,4.250446796417236,4.264906883239746,75837263
2023-09-02,4.265223979949951,4.394504070281982,4.2600297927856445,4.391820907592773,63938028
2023-09-03,4.392687797546387,4.461015224456787,4.369854927062988,4.412590026855469,63125638
2023-09-04,4.412610054016113,4.48966121673584,4.3799262046813965,4.435598850250244,64326009
2023-09-05,4.435701847076416,4.445839881896973,4.286831855773926,4.374063014984131,66368494
2023-09-06,4.374104022979736,4.4809770584106445,4.353153228759766,4.455872058868408,63975510
2023-09-07,4.456039905548096,4.515389919281006,4.414167881011963,4.471881866455078,54929759
2023-09-08,4.472139835357666,4.481597900390625,4.328077793121338,4.367131233215332,51266937
2023-09-09,4.367072105407715,4.371096134185791,4.313210964202881,4.325852870941162,32605829
2023-09-10,4.325707912445068,4.325707912445068,4.179248809814453,4.221284866333008,65560353
2023-09-11,4.221484184265137,4.243783950805664,4.052867889404297,4.106139183044434,76140891
2023-09-12,4.106159210205078,4.285416126251221,4.096203804016113,4.197628974914551,79100000
2023-09-13,4.19766092300415,4.303178787231445,4.186913967132568,4.256443977355957,60202953
2023-09-14,4.25718879699707,4.336505889892578,4.25718879699707,4.272036075592041,64576198
2023-09-15,4.272085189819336,4.369119167327881,4.245487213134766,4.348985195159912,64312060
2023-09-16,4.3491058349609375,4.407677173614502,4.3137078285217285,4.340419769287109,63484624
2023-09-17,4.340147972106934,4.385846138000488,4.25368595123291,4.285694122314453,56142010
2023-09-18,4.285477161407471,4.4539642333984375,4.252933979034424,4.363087177276611,77936974
2023-09-19,4.3631792068481445,4.470399856567383,4.34851598739624,4.408918857574463,73566410
2023-09-20,4.408901214599609,4.42567777633667,4.331017017364502,4.367740154266357,73654200
2023-09-21,4.367595195770264,4.384952068328857,4.224666118621826,4.243982791900635,69305269
2023-09-22,4.243797779083252,4.269064903259277,4.214478015899658,4.259681224822998,51350243
2023-09-23,4.2592291831970215,4.282564163208008,4.242517948150635,4.274878025054932,41289755
2023-09-24,4.275135040283203,4.30256986618042,4.226056098937988,4.232275009155273,39522223
2023-09-25,4.233189105987549,4.29573392868042,4.218235015869141,4.27008581161499,45833060
2023-09-26,4.269925117492676,4.312592029571533,4.220870971679688,4.254613876342773,50772324
2023-09-27,4.254533767700195,4.409624099731445,4.215457916259766,4.247224807739258,76842942
2023-09-28,4.2470221519470215,4.470439910888672,4.242011070251465,4.416313171386719,76542070
2023-09-29,4.416586875915527,4.493446826934815,4.340118885040283,4.401975154876709,81584695
2023-09-30,4.4018330574035645,4.472165107727051,4.397079944610596,4.459536075592041,50570117
2023-10-01,4.459339141845703,4.663915157318115,4.451463222503662,4.653102874755859,73717555
2023-10-02,4.653444766998291,4.679519176483154,4.437780857086182,4.46458911895752,93453546
2023-10-03,4.464475154876709,4.514272212982178,4.349309921264648,4.361480236053467,70260507
2023-10-04,4.361556053161621,4.361917972564697,4.269420146942139,4.310655117034912,71006353
2023-10-05,4.310616970062256,4.33552885055542,4.266213893890381,4.3029398918151855,61482802
2023-10-06,4.302863121032715,4.4233012199401855,4.294686794281006,4.393379211425781,50501461
2023-10-07,4.393431186676025,4.419632911682129,4.350645065307617,4.369304180145264,33583615
2023-10-08,4.369606018066406,4.382693767547607,4.295956134796143,4.342412948608398,30004615
2023-10-09,4.34243106842041,4.363263130187988,4.094415187835693,4.139949798583984,62967695
2023-10-10,4.140102863311768,4.168845176696777,4.073041915893555,4.117125988006592,44488458
2023-10-11,4.117126941680908,4.147210121154785,4.05881404876709,4.1231231689453125,44212049
2023-10-12,4.1233391761779785,4.140909194946289,3.982387065887451,4.002319812774658,47371494
2023-10-13,4.002301216125488,4.075318813323975,3.984174966812134,4.0283942222595215,40660342
2023-10-14,4.028377056121826,4.095252990722656,4.026096820831299,4.086541175842285,29108490
2023-10-15,4.0865349769592285,4.141337871551514,4.071523189544678,4.103588104248047,26730284
2023-10-16,4.103745937347412,4.238376140594482,4.103745937347412,4.130184173583984,54484171
2023-10-17,4.129751205444336,4.129751205444336,3.850919008255005,3.887598991394043,69770911
2023-10-18,3.8877789974212646,3.9626948833465576,3.8578989505767822,3.935676097869873,49018437
2023-10-19,3.9356529712677,3.9384241104125977,3.881706953048706,3.929465055465698,40322200
2023-10-20,3.929476976394653,4.106861114501953,3.9251129627227774,3.998684883117676,57183404
2023-10-21,3.998500108718872,4.154220104217529,3.96822190284729,4.139873027801514,46259899
2023-10-22,4.140031814575195,4.239051818847656,4.101327896118164,4.204259872436523,59911147
2023-10-23,4.285965919494629,4.408185005187988,4.2127227783203125,4.368028163909912,150626667
2023-10-24,4.367975234985352,4.481297969818115,4.141860961914063,4.213825225830078,197031041
2023-10-25,4.214292049407959,4.3285441398620605,4.143349170684815,4.167191028594971,137174283
2023-10-26,4.167259216308594,4.364199161529541,4.017480850219727,4.106663227081299,151290697
2023-10-27,4.106736183166504,4.139114856719971,3.98176908493042,4.028953075408936,107068709
2023-10-28,4.028936862945557,4.129994869232178,4.02390718460083,4.082338809967041,50756662
2023-10-29,4.082345962524414,4.210240840911865,4.056200981140137,4.1537299156188965,81352565
2023-10-30,4.153494834899902,4.224546909332275,4.105465888977051,4.179482936859131,109694990
2023-10-31,4.179398059844971,4.24147891998291,4.0384039878845215,4.146944046020508,136604566
2023-11-01,4.147064208984375,4.836287975311279,4.033905982971191,4.770596027374268,352379915
2023-11-02,4.77243709564209,4.885503768920898,4.517101764678955,4.695160865783691,387794223
2023-11-03,4.6950459480285645,4.756350040435791,4.504518985748291,4.661306858062744,205649998
2023-11-04,4.660768985748291,4.777585983276367,4.621819972991943,4.713796138763428,86625541
2023-11-05,4.713904857635498,4.891942024230957,4.663543224334717,4.784180164337158,126547208
2023-11-06,4.783840179443359,5.145901203155518,4.693060874938965,5.11506986618042,152716405
2023-11-07,5.11504602432251,5.11504602432251,4.806303024291992,4.936863899230957,123203403
2023-11-08,4.936576843261719,5.259796142578125,4.9059739112854,5.190433979034424,153048118
2023-11-09,5.189919948577881,5.362871170043945,4.829813003540039,5.147253036499023,268353907
2023-11-10,5.145630836486816,5.350564956665039,5.087961196899414,5.286929130554199,190052610
2023-11-11,5.286726951599121,5.518375873565674,5.189146041870117,5.398281097412109,193387398
2023-11-12,5.398404121398926,5.513062953948975,5.240764141082764,5.412820816040039,143039189
2023-11-13,5.413660049438477,5.603643894195557,5.237975120544434,5.246035099029541,201091922
2023-11-14,5.2448811531066895,5.297866821289063,4.910555839538574,5.052929878234863,159204750
2023-11-15,5.053112030029297,5.383955955505371,5.053112030029297,5.38339376449585,147856517
2023-11-16,5.38309907913208,5.561588764190674,5.137375831604004,5.206783771514893,194090263
2023-11-17,5.207276821136475,5.380526065826416,4.884102821350098,5.095816135406494,178442046
2023-11-18,5.096376895904541,5.146917819976807,4.853107929229736,5.064004898071289,124063836
2023-11-19,5.064161777496338,5.241627216339111,4.973875045776367,5.24152421951294,91715545
2023-11-20,5.241209030151367,5.34455680847168,5.140801906585693,5.185031890869141,108970720
2023-11-21,5.184781074523926,5.262595176696777,4.863490104675293,4.881583213806152,175131349
2023-11-22,4.880667209625244,6.271902084350586,4.866462230682373,6.114483833312988,438692761
2023-11-23,6.114040851593018,6.411294937133789,6.089371204376221,6.355032920837402,343465822
2023-11-24,6.352198123931885,6.569646835327148,6.113842964172363,6.169690132141113,280635773
2023-11-25,6.16963005065918,6.303492069244385,6.094458103179932,6.175972938537598,117175262
2023-11-26,6.176161766052246,6.19091796875,5.873581886291504,6.1722412109375,130796735
2023-11-27,6.172162055969238,6.342597961425781,5.953339099884033,6.291791915893555,221023154
2023-11-28,6.291778087615967,6.540606021881104,6.099394798278809,6.156300067901611,219504698
2023-11-29,6.156404972076416,6.370978832244873,6.004680156707764,6.02117395401001,135161355
2023-11-30,6.021302223205566,6.023914813995361,5.863195896148682,5.951752185821533,214326384
2023-12-01,5.951970100402832,6.094158172607422,5.915687084197998,6.018907070159912,183416861
2023-12-02,6.018789768218994,6.180285930633545,6.01426887512207,6.171487808227539,136826270
2023-12-03,6.171456813812256,6.23969316482544,5.97322416305542,6.06355619430542,176352492
2023-12-04,6.063553810119629,6.266908168792725,5.938633918762207,6.096073150634766,357496739
2023-12-05,6.096293926239014,6.329506874084473,5.993840217590332,6.259875774383545,169738591
2023-12-06,6.259819984436035,6.280330181121826,5.992395877838135,5.996006965637207,175147350
2023-12-07,5.997101783752441,6.331018924713135,5.997101783752441,6.287162780761719,134735957
2023-12-08,6.288610935211182,6.536633968353272,6.278695106506348,6.528605937957764,153629229
2023-12-09,6.527376174926758,7.041194915771484,6.520417213439941,6.831127166748047,268493352
2023-12-10,6.831645011901856,6.865152835845947,6.471888065338135,6.597230911254883,154751132
2023-12-11,6.597663879394531,6.60490083694458,5.938191890716553,6.1018781661987305,204396796
2023-12-12,6.101841926574707,6.313961029052734,6.095109939575195,6.231098175048828,116872149
2023-12-13,6.231009006500244,6.3237080574035645,5.993042945861816,6.292986869812012,124443699
2023-12-14,6.293013095855713,6.463685035705566,6.208817005157471,6.357858180999756,121111106
2023-12-15,6.357296943664551,6.360263824462891,6.0104169845581055,6.032073020935059,102369377
2023-12-16,6.033515930175781,6.232011795043945,5.96460485458374,6.153510093688965,82841104
2023-12-17,6.153561115264893,6.2595977783203125,6.064785957336426,6.07070779800415,103996077
2023-12-18,6.069705963134766,6.099661827087402,5.64572811126709,5.9363508224487305,150073232
2023-12-19,5.936686038970947,6.02717399597168,5.7743988037109375,5.83469820022583,88771720
2023-12-20,5.834432125091553,6.097593784332275,5.808381080627441,5.9201250076293945,91435238
2023-12-21,5.921144962310791,6.18821382522583,5.877111911773682,6.176539897918701,116576698
2023-12-22,6.176454067230225,6.474939823150635,6.148879051208496,6.41383695602417,160240460
2023-12-23,6.413553237915039,6.421417236328125,6.131772041320801,6.348168849945068,170267228
2023-12-24,6.348247051239014,7.149680137634277,6.332482814788818,6.863560199737549,310753833
2023-12-25,6.860437870025635,7.125189781188965,6.690034866333008,6.96827507019043,179579568
2023-12-26,6.968279838562012,7.762979030609131,6.676770210266113,7.361538887023926,357471269
2023-12-27,7.3611159324646,7.416186809539795,7.022721767425537,7.248087882995605,204050235
2023-12-28,7.248490810394287,8.217469215393066,7.248490810394287,7.839891910552978,417574413
2023-12-29,7.839285850524902,7.866512775421143,7.408167839050293,7.570669174194336,247191249
2023-12-30,7.570248126983643,7.793665885925293,7.349350929260254,7.382400035858154,130267441
2023-12-31,7.381298065185547,7.677498817443848,7.227273941040039,7.229169845581055,111652945
2024-01-01,7.23018217086792,7.636693000793457,7.173489093780518,7.602206230163574,91692016
2024-01-02,7.602695941925049,7.702322006225586,7.167148113250732,7.178284168243408,134245636
2024-01-03,7.178544044494629,7.36118221282959,6.314665794372559,6.431077003479004,256162162
2024-01-04,6.430985927581787,6.702945232391357,6.417719841003418,6.5368242263793945,133825164
2024-01-05,6.536550998687744,6.607423782348633,6.232010841369629,6.425006866455078,152293850
2024-01-06,6.425825119018555,6.43006706237793,6.057828903198242,6.309966087341309,115396358
2024-01-07,6.310340881347656,6.436530113220215,5.971218109130859,6.003040790557861,84146908
2024-01-08,6.003303050994873,6.228885173797607,5.716786861419678,6.227688789367676,125793198
2024-01-09,6.229831218719482,6.266897201538086,5.720020771026611,6.015432834625244,131576995
2024-01-10,6.014337062835693,6.729200839996338,5.98017692565918,6.556903839111328,164536278
2024-01-11,6.558134078979492,6.958333969116211,6.525525093078613,6.821934223175049,192935049
2024-01-12,6.822259902954102,6.953039169311523,6.378210067749023,6.599130153656006,180034919
2024-01-13,6.593276977539063,6.689291954040527,6.428831100463867,6.637123107910156,105057399
2024-01-14,6.636616230010986,6.658099174499512,6.319540023803711,6.320847988128662,93849070
2024-01-15,6.319728851318359,6.710040092468262,6.319459915161133,6.671494007110596,133332585
2024-01-16,6.670009136199951,6.917416095733643,6.659012794494629,6.824957847595215,117660455
2024-01-17,6.824673175811768,6.882750988006592,6.678864002227783,6.764327049255371,98913762
2024-01-18,6.76413106918335,6.827781200408936,6.266389846801758,6.308525085449219,100796832
2024-01-19,6.308489799499512,6.364881038665772,6.056832790374756,6.345337867736816,96468093
2024-01-20,6.34524393081665,6.601476192474365,6.300998210906982,6.479702949523926,88959760
2024-01-21,6.481334209442139,6.513422966003418,6.365719795227051,6.365719795227051,53667409
2024-01-22,6.367464065551758,6.3905930519104,5.994832992553711,6.034421920776367,87420391
2024-01-23,6.034438133239746,6.120966911315918,5.555919170379639,5.836124897003174,106947160
2024-01-24,5.836669921875,5.896979808807373,5.727880954742432,5.864256858825684,80235081
2024-01-25,5.864398956298828,5.864398956298828,5.642543792724609,5.748012065887451,65936793
2024-01-26,5.747947216033936,5.956376075744629,5.708615779876709,5.951043128967285,76929689
2024-01-27,5.9512619972229,5.9981842041015625,5.857369899749756,5.985330104827881,52033910
2024-01-28,5.985074043273926,6.066254138946533,5.894237041473389,5.940619945526123,62642705
2024-01-29,5.940895080566406,6.142777919769287,5.886744022369385,6.140395164489746,74910335
2024-01-30,6.140580177307129,6.326542854309082,6.124186038970947,6.256614208221436,85664836
2024-01-31,6.25665807723999,6.314688205718994,5.946960926055908,5.997728824615479,97870551
2024-02-01,5.997447967529297,6.08256721496582,5.891854763031006,6.04433012008667,79074712
2024-02-02,6.044253826141357,6.251251220703125,6.039772033691406,6.131737232208252,68366959
2024-02-03,6.132017135620117,6.277293205261231,6.071000099182129,6.106339931488037,55539377
2024-02-04,6.106510162353516,6.124035835266113,5.968561172485352,5.980871200561523,46905073
2024-02-05,5.980483055114746,6.088636875152588,5.927905082702637,5.997045993804932,53330830
2024-02-06,5.99712610244751,6.427712917327881,5.9965128898620605,6.275889873504639,79947087
2024-02-07,6.275868892669678,6.462409019470215,6.227146148681641,6.391050815582275,69823828
2024-02-08,6.391269207000732,6.427506923675537,6.3171467781066895,6.31751012802124,66282304
2024-02-09,6.31751012802124,6.694789886474609,6.313018798828125,6.649880886077881,101709333
2024-02-10,6.650265216827393,6.744855880737305,6.546945095062256,6.628986835479736,63337830
2024-02-11,6.62899112701416,6.807971954345703,6.57596492767334,6.6784539222717285,82867747
2024-02-12,6.679286956787109,6.856004238128662,6.485691070556641,6.836288928985596,88275380
2024-02-13,6.837400913238525,6.864597797393799,6.599387168884277,6.687158107757568,91521456
2024-02-14,6.6868438720703125,6.899435043334961,6.644530773162842,6.885101795196533,85998137
2024-02-15,6.885022163391113,7.512168884277344,6.885022163391113,7.498691082000732,167787725
2024-02-16,7.499102115631103,7.66816520690918,7.343104839324951,7.449375152587891,144760925
2024-02-17,7.449368953704834,7.794064044952393,7.391725063323975,7.764502048492432,142350295
2024-02-18,7.764983177185059,7.961598873138428,7.561046123504639,7.64572811126709,115529489
2024-02-19,7.646139144897461,7.770267009735107,7.5377020835876465,7.698410987854004,112224994
2024-02-20,7.698390007019043,7.712206840515137,7.277081966400146,7.555159091949463,139865399
2024-02-21,7.554840087890625,7.556947231292725,7.091220855712891,7.393539905548096,114632523
2024-02-22,7.3934221267700195,7.506893157958984,7.292798042297363,7.346941947937012,97813099
2024-02-23,7.34731388092041,12.330973625183104,7.056262969970703,11.336981773376465,1840398285
2024-02-24,11.355170249938965,12.79091739654541,11.004461288452148,11.252886772155762,1381155400
2024-02-25,11.252809524536133,11.527162551879885,10.18964385986328,11.094219207763672,594956391
2024-02-26,11.09326171875,11.47914218902588,10.418295860290527,10.592780113220217,473186867
2024-02-27,10.593432426452637,11.179956436157228,10.47149658203125,10.856444358825684,387155952
2024-02-28,10.85562229156494,11.189762115478516,10.04765510559082,10.934173583984377,478409828
2024-02-29,10.937895774841309,11.883213996887209,10.75256633758545,11.133665084838867,584048670
2024-03-01,11.133010864257812,11.947107315063477,10.839120864868164,11.60823917388916,402145156
2024-03-02,11.60768985748291,13.395771980285645,11.349994659423828,12.639854431152344,631397569
2024-03-03,12.639695167541504,13.095710754394531,11.988920211791992,12.624555587768556,433230564
2024-03-04,12.62457275390625,12.99880599975586,12.111468315124512,12.378145217895508,361411675
2024-03-05,12.378353118896484,13.956995964050291,11.520170211791992,13.121344566345217,741554203
2024-03-06,13.12729835510254,16.945016860961914,12.578302383422852,15.38644027709961,1008804589
2024-03-07,15.386581420898438,15.552645683288574,14.663269996643066,14.908987045288086,387629077
2024-03-08,14.908910751342772,15.382506370544434,14.257990837097168,14.64357566833496,359847069
2024-03-09,14.64357566833496,15.028475761413574,13.990421295166016,14.22019386291504,343802887
2024-03-10,14.22019386291504,14.392822265625,13.636677742004396,14.200188636779783,296425728
2024-03-11,14.20007038116455,14.621389389038086,13.742121696472168,14.432759284973145,300486305
2024-03-12,14.432759284973145,14.53131103515625,13.374279975891112,14.05979347229004,299054961
2024-03-13,14.060368537902832,14.725631713867188,13.83198070526123,14.216856002807615,244411996
2024-03-14,14.216856002807615,14.458613395690918,13.279718399047852,13.954874038696287,293211424
2024-03-15,13.954874038696287,14.11488437652588,12.315327644348145,13.05359172821045,366575721
2024-03-16,13.05359172821045,13.146573066711426,11.79304027557373,12.032231330871582,229486749
2024-03-17,12.032238006591797,12.648113250732422,11.430584907531738,12.53498077392578,217779827
2024-03-18,12.434773445129396,12.585137367248535,11.579520225524902,11.87051773071289,188181881
2024-03-19,11.87051773071289,12.021446228027344,10.421680450439451,10.630629539489746,304042152
2024-03-20,10.63065242767334,11.93702220916748,10.33225440979004,11.923258781433104,249459685
2024-03-21,11.92318344116211,12.21414279937744,11.582327842712402,12.18828582763672,199352102
2024-03-22,12.188300132751465,12.242521286010742,11.35848617553711,11.721641540527344,186539042
2024-03-23,11.72270393371582,12.004096031188965,11.612604141235352,11.633407592773438,127921152
2024-03-24,11.6334810256958,12.084582328796388,11.598506927490234,12.030710220336914,107709306
2024-03-25,12.03065013885498,12.73104763031006,11.944415092468262,12.433558464050291,164717617
2024-03-26,12.433558464050291,12.877313613891602,12.39016342163086,12.708931922912598,165348172
2024-03-27,12.708770751953123,12.8162841796875,12.153162956237791,12.246041297912598,187806830
